,time,prediction,target
0,0.0,35.62721,37.036842
1,2e-08,33.071377,35.88841
2,4e-08,33.29991,34.620583
3,7e-08,33.007812,33.242413
4,9e-08,32.989574,31.761452
5,1.1e-07,33.07734,30.18528
6,1.3e-07,26.50695,28.521708
7,1.5e-07,25.006859,26.773415
8,1.7e-07,23.580194,24.938944
9,2e-07,22.237822,23.03196
10,2.2e-07,21.021103,21.039284
11,2.4e-07,19.85997,18.958717
12,2.6e-07,13.215327,16.78733
13,2.8e-07,11.990597,14.526343
14,3e-07,11.105065,12.177467
15,3.2e-07,11.744966,9.748756
16,3.5e-07,11.908285,7.2604747
17,3.7e-07,12.05354,4.727271
18,3.9e-07,-4.262806,2.1467047
19,4.1e-07,-5.7337627,-0.5080805
20,4.3e-07,-6.9809413,-3.2409906
21,4.5e-07,-7.744525,-6.0061274
22,4.8e-07,-7.970927,-8.767359
23,5e-07,-7.971833,-11.520044
24,5.2e-07,-15.682653,-14.259546
25,5.4e-07,-16.307467,-16.999048
26,5.6e-07,-17.887167,-19.736353
27,5.8e-07,-20.121662,-22.446802
28,6e-07,-22.565634,-25.10061
29,6.3e-07,-17.813753,-27.682642
30,6.5e-07,-29.328722,-30.192896
31,6.7e-07,-31.456003,-32.627712
32,6.9e-07,-33.761494,-34.980003
33,7.1e-07,-28.863062,-37.249535
34,7.3e-07,-29.738297,-39.385525
35,7.6e-07,-30.143158,-41.368187
36,7.8e-07,-43.861115,-43.198997
37,8e-07,-46.361946,-44.884304
38,8.2e-07,-46.899624,-46.413357
39,8.4e-07,-48.0597,-47.78616
40,8.6e-07,-46.51428,-48.994164
41,8.8e-07,-50.12697,-50.01492
42,9.1e-07,-52.657066,-50.877224
43,9.3e-07,-52.657066,-51.58816
44,9.5e-07,-53.1664,-52.152122
45,9.7e-07,-53.208176,-52.569363
46,9.9e-07,-53.327095,-52.841335
47,1.01e-06,-53.379574,-52.976345
48,1.03e-06,-53.304066,-52.966335
49,1.05e-06,-53.152008,-52.810574
50,1.07e-06,-52.864216,-52.515648
51,1.09e-06,-51.706867,-52.096706
52,1.12e-06,-51.93318,-51.556423
53,1.14e-06,-52.10902,-50.88992
54,1.16e-06,-50.280655,-50.094997
55,1.18e-06,-49.435165,-49.17825
56,1.2e-06,-47.748493,-48.1553
57,1.22e-06,-47.478603,-47.044945
58,1.24e-06,-47.82444,-45.866478
59,1.26e-06,-45.32794,-44.63406
60,1.29e-06,-43.317787,-43.359154
61,1.31e-06,-42.06744,-42.054955
62,1.33e-06,-39.777687,-40.727806
63,1.35e-06,-39.46382,-39.375515
64,1.37e-06,-39.845284,-37.992947
65,1.39e-06,-37.22422,-36.57424
66,1.41e-06,-34.044605,-35.10549
67,1.43e-06,-32.549866,-33.57937
68,1.45e-06,-30.324932,-31.99148
69,1.47e-06,-30.147724,-30.336208
70,1.5e-06,-28.624004,-28.607937
71,1.52e-06,-29.976631,-26.801538
72,1.54e-06,-22.499056,-24.91067
73,1.56e-06,-20.696636,-22.92776
74,1.58e-06,-18.79962,-20.840845
75,1.6e-06,-17.102196,-18.634056
76,1.62e-06,-15.792547,-16.287378
77,1.64e-06,-18.320694,-13.781031
