,time,spline,prediction,target
0,0.0,-323.96167,-323.96167,-323.96167
1,2e-08,-327.91827,-327.91827,-329.98947
2,4e-08,-333.4233,-333.4233,-336.59302
3,7e-08,-343.6577,-343.6577,-343.6577
4,9e-08,-351.18097,-351.18097,-350.97995
5,1.1e-07,-358.7704,-358.7704,-358.49097
6,1.3e-07,-366.00244,-353.81287,-366.00244
7,1.5e-07,-372.56656,-372.56656,-373.40454
8,1.7e-07,-378.6037,-378.6037,-380.56616
9,2e-07,-387.2268,-387.2268,-387.2268
10,2.2e-07,-392.97897,-392.97897,-393.30664
11,2.4e-07,-398.62228,-398.62228,-398.86646
12,2.6e-07,-403.9402,-394.88458,-403.9402
13,2.8e-07,-408.75278,-408.75278,-408.57544
14,3e-07,-413.02728,-413.02728,-412.83472
15,3.2e-07,-416.76758,-416.76758,-416.76758
16,3.5e-07,-421.4769,-421.4769,-420.41846
17,3.7e-07,-424.23248,-424.23248,-423.7915
18,3.9e-07,-426.87622,-422.95523,-426.87622
19,4.1e-07,-429.50967,-429.50967,-429.64966
20,4.3e-07,-431.97144,-431.97144,-432.06274
21,4.5e-07,-434.03418,-434.03418,-434.03418
22,4.8e-07,-436.0735,-436.0735,-435.49585
23,5e-07,-436.8354,-436.8354,-436.58057
24,5.2e-07,-437.24878,-438.33463,-437.24878
25,5.4e-07,-437.40555,-437.40555,-437.511
26,5.6e-07,-437.32065,-437.32065,-437.46216
27,5.8e-07,-436.99,-436.99,-436.99
28,6e-07,-436.38098,-436.38098,-436.08423
29,6.3e-07,-434.6169,-434.6169,-434.61426
30,6.5e-07,-432.6194,-441.01013,-432.6194
31,6.7e-07,-429.83096,-429.83096,-429.96118
32,6.9e-07,-426.42706,-426.42706,-426.625
33,7.1e-07,-422.65308,-422.65308,-422.65308
34,7.3e-07,-418.7279,-418.7279,-418.0918
35,7.6e-07,-412.7962,-412.7962,-413.3452
36,7.8e-07,-408.93896,-431.28754,-408.93896
37,8e-07,-405.28122,-405.28122,-405.1599
38,8.2e-07,-402.01193,-402.01193,-401.94946
39,8.4e-07,-399.34058,-399.34058,-399.34058
40,8.6e-07,-397.39993,-397.39993,-397.3557
41,8.8e-07,-396.01617,-396.01617,-395.77124
42,9.1e-07,-394.43677,-410.31702,-394.43677
43,9.3e-07,-393.3904,-393.3904,-393.30542
44,9.5e-07,-392.27054,-392.27054,-392.23877
45,9.7e-07,-391.073,-391.073,-391.073
46,9.9e-07,-389.79584,-389.79584,-389.8064
47,1.01e-06,-388.446,-388.446,-388.45337
48,1.03e-06,-387.0327,-398.44424,-387.0327
49,1.05e-06,-385.59445,-385.59445,-385.60596
50,1.07e-06,-384.28717,-384.28717,-384.18555
51,1.09e-06,-383.29614,-383.29614,-383.29614
52,1.12e-06,-382.55933,-382.55933,-382.57178
53,1.14e-06,-382.26733,-382.26733,-382.18726
54,1.16e-06,-381.83545,-391.68643,-381.83545
55,1.18e-06,-381.0867,-381.0867,-381.1902
56,1.2e-06,-380.163,-380.163,-380.27612
57,1.22e-06,-379.2859,-379.2859,-379.2859
58,1.24e-06,-378.60608,-378.60608,-378.59424
59,1.26e-06,-377.99088,-377.99088,-377.82324
60,1.29e-06,-376.7439,-386.8287,-376.7439
61,1.31e-06,-375.4596,-375.4596,-375.3308
62,1.33e-06,-373.88724,-373.88724,-373.73975
63,1.35e-06,-372.1831,-372.1831,-372.1831
64,1.37e-06,-370.5106,-370.5106,-370.60718
65,1.39e-06,-369.06183,-369.06183,-369.0542
66,1.41e-06,-368.03613,-380.55383,-368.03613
67,1.43e-06,-367.5757,-367.5757,-367.58862
68,1.45e-06,-367.59454,-367.59454,-367.61304
69,1.47e-06,-367.94946,-367.94946,-367.94946
70,1.5e-06,-368.75424,-368.75424,-368.4624
71,1.52e-06,-369.16086,-369.16086,-368.9856
72,1.54e-06,-369.20386,-374.6482,-369.20386
73,1.56e-06,-368.68866,-368.68866,-368.9121
74,1.58e-06,-367.53336,-367.53336,-367.88306
75,1.6e-06,-365.68408,-365.68408,-365.68408
76,1.62e-06,-363.22137,-363.22137,-362.77954
77,1.64e-06,-360.76312,-360.76312,-360.25928
78,1.66e-06,-359.06152,-372.6107,-359.06152
79,1.68e-06,-358.64035,-358.64035,-359.36572
80,1.7e-06,-359.10992,-359.10992,-359.80518
81,1.73e-06,-360.13232,-360.13232,-360.13232
82,1.75e-06,-360.2308,-360.2308,-360.11035
83,1.77e-06,-359.69427,-359.69427,-359.61377
84,1.79e-06,-358.54224,-365.42462,-358.54224
85,1.81e-06,-356.79584,-356.79584,-356.83423
86,1.83e-06,-354.48303,-354.48303,-354.47485
87,1.85e-06,-351.63354,-351.63354,-351.63354
88,1.87e-06,-348.31863,-348.31863,-348.44336
89,1.89e-06,-344.77603,-344.77603,-344.95435
90,1.91e-06,-341.28516,-359.92737,-341.28516
91,1.94e-06,-336.50256,-336.50256,-337.57837
92,1.96e-06,-333.4401,-333.4401,-333.89624
93,1.98e-06,-330.27686,-330.27686,-330.27686
94,2e-06,-326.92133,-326.92133,-326.7434
95,2.02e-06,-323.60724,-323.60724,-323.5547
96,2.04e-06,-320.6494,-340.87607,-320.6494
97,2.06e-06,-318.26965,-318.26965,-318.062
98,2.09e-06,-315.4251,-315.4251,-315.76266
99,2.11e-06,-313.6565,-313.6565,-313.6565
100,2.13e-06,-311.73007,-311.73007,-311.6599
101,2.15e-06,-309.52475,-309.52475,-309.45703
102,2.17e-06,-306.94385,-320.92358,-306.94385
103,2.19e-06,-303.9444,-303.9444,-304.07178
104,2.21e-06,-300.6981,-300.6981,-300.87915
105,2.23e-06,-297.43018,-297.43018,-297.43018
106,2.25e-06,-294.29385,-294.29385,-293.75488
107,2.28e-06,-289.5176,-289.5176,-289.90845
108,2.3e-06,-285.98315,-304.67267,-285.98315
109,2.32e-06,-282.00677,-282.00677,-281.9392
110,2.34e-06,-277.78284,-277.78284,-277.7693
111,2.36e-06,-273.58594,-273.58594,-273.58594
112,2.38e-06,-269.6691,-269.6691,-269.63477
113,2.4e-06,-266.19855,-266.19855,-266.14258
114,2.42e-06,-263.31885,-283.47998,-263.31885
115,2.45e-06,-260.2542,-260.2542,-260.97705
116,2.47e-06,-258.86996,-258.86996,-259.1482
117,2.49e-06,-257.83057,-257.83057,-257.83057
118,2.51e-06,-257.03806,-257.03806,-257.01807
119,2.53e-06,-256.62805,-256.62805,-256.6692
120,2.55e-06,-256.79443,-265.8592,-256.79443
121,2.57e-06,-257.65472,-257.65472,-257.48096
122,2.59e-06,-259.02063,-259.02063,-258.79346
123,2.61e-06,-260.62744,-260.62744,-260.62744
124,2.64e-06,-263.10315,-263.10315,-262.62476
125,2.66e-06,-264.85406,-264.85406,-264.73877
126,2.68e-06,-266.77634,-266.91537,-266.77634
127,2.7e-06,-268.7738,-268.7738,-268.5713
128,2.72e-06,-270.05243,-270.05243,-269.73877
129,2.74e-06,-269.64404,-269.64404,-269.64404
130,2.76e-06,-267.0806,-267.0806,-267.85986
131,2.78e-06,-263.89548,-263.89548,-264.7229
132,2.8e-06,-262.1223,-272.30905,-262.1223
133,2.82e-06,-263.20413,-263.20413,-262.5437
134,2.84e-06,-266.2214,-266.2214,-265.84253
135,2.86e-06,-269.66406,-269.66406,-269.66406
136,2.88e-06,-272.2672,-272.2672,-272.65942
137,2.91e-06,-274.05328,-274.05328,-274.16748
138,2.93e-06,-273.77515,-274.41977,-273.77515
139,2.95e-06,-272.3508,-272.3508,-271.8806
140,2.97e-06,-270.1122,-270.1122,-269.66064
141,2.99e-06,-267.46533,-267.46533,-267.46533
142,3.01e-06,-264.73996,-264.73996,-264.90698
143,3.03e-06,-261.96094,-261.96094,-262.0769
144,3.05e-06,-259.0769,-274.195,-259.0769
145,3.07e-06,-256.05203,-256.05203,-255.97581
146,3.09e-06,-252.91263,-252.91263,-252.83885
147,3.11e-06,-249.70068,-249.70068,-249.70068
148,3.13e-06,-246.46248,-246.46248,-246.50465
149,3.15e-06,-243.26222,-243.26222,-243.29443
150,3.17e-06,-240.16846,-259.2608,-240.16846
151,3.19e-06,-237.25194,-237.25194,-237.24805
152,3.21e-06,-234.59209,-234.59209,-234.60596
153,3.23e-06,-232.27051,-232.27051,-232.27051
154,3.26e-06,-229.4336,-229.4336,-230.11548
155,3.28e-06,-227.70743,-227.70743,-228.00731
156,3.3e-06,-225.86157,-241.6215,-225.86157
157,3.32e-06,-223.73907,-223.73907,-223.62842
158,3.34e-06,-221.4187,-221.4187,-221.33885
159,3.36e-06,-219.03809,-219.03809,-219.03809
160,3.38e-06,-216.69461,-216.69461,-216.72803
161,3.4e-06,-214.3247,-214.3247,-214.33594
162,3.42e-06,-211.82446,-227.31038,-211.82446
163,3.44e-06,-209.15582,-209.15582,-209.18823
164,3.46e-06,-206.5439,-206.5439,-206.55078
165,3.48e-06,-204.27954,-204.27954,-204.27954
166,3.5e-06,-202.60104,-202.60104,-202.5371
167,3.52e-06,-201.53645,-201.53645,-201.43848
168,3.55e-06,-201.03687,-213.28522,-201.03687
169,3.57e-06,-201.38295,-201.38295,-201.28197
170,3.59e-06,-202.15733,-202.15733,-202.05786
171,3.61e-06,-203.23584,-203.23584,-203.23584
172,3.63e-06,-204.51971,-204.51971,-204.54688
173,3.65e-06,-206.01202,-206.01202,-206.08618
174,3.67e-06,-207.74121,-208.92456,-207.74121
175,3.69e-06,-209.71121,-209.71121,-209.49756
176,3.71e-06,-211.82779,-211.82779,-211.645
177,3.73e-06,-213.97217,-213.97217,-213.97217
178,3.76e-06,-217.06093,-217.06093,-216.38818
179,3.78e-06,-219.04517,-219.04517,-218.76245
180,3.8e-06,-220.99658,-220.35394,-220.99658
181,3.82e-06,-222.92769,-222.92769,-223.02344
182,3.84e-06,-224.80803,-224.80803,-224.81714
183,3.86e-06,-226.59644,-226.59644,-226.59644
184,3.88e-06,-228.25752,-228.25752,-228.364
185,3.91e-06,-230.4862,-230.4862,-230.09961
186,3.93e-06,-231.78784,-232.636,-231.78784
187,3.95e-06,-232.94046,-232.94046,-233.14795
188,3.97e-06,-233.96498,-233.96498,-234.09619
189,3.99e-06,-234.8877,-234.8877,-234.8877
190,4.01e-06,-235.74149,-235.74149,-235.74998
191,4.03e-06,-236.5856,-236.5856,-236.7854
192,4.06e-06,-237.97777,-240.27098,-237.97777
193,4.08e-06,-239.06172,-239.06172,-239.13403
194,4.1e-06,-240.22125,-240.22125,-240.271
195,4.12e-06,-241.37695,-241.37695,-241.37695
196,4.14e-06,-242.45157,-242.45157,-242.51416
197,4.16e-06,-243.37665,-243.37665,-243.56543
198,4.19e-06,-244.33887,-246.9699,-244.33887
199,4.21e-06,-244.61931,-244.61931,-244.70311
200,4.23e-06,-244.63358,-244.63358,-244.71216
201,4.25e-06,-244.43068,-244.43068,-244.43068
202,4.27e-06,-244.04262,-244.04262,-243.89647
203,4.29e-06,-243.43336,-243.43336,-243.09888
204,4.32e-06,-241.98853,-249.4564,-241.98853
205,4.34e-06,-240.61227,-240.61227,-240.55078
206,4.36e-06,-238.93953,-238.93953,-238.87035
207,4.38e-06,-237.02782,-237.02782,-237.02782
208,4.4e-06,-234.9369,-234.9369,-234.97948
209,4.42e-06,-232.73528,-232.73528,-232.82567
210,4.44e-06,-230.49364,-244.42374,-230.49364
211,4.47e-06,-227.2129,-227.2129,-228.03247
212,4.49e-06,-225.1878,-225.1878,-225.55542
213,4.51e-06,-223.3789,-223.3789,-223.3789
214,4.53e-06,-221.86044,-221.86044,-221.6748
215,4.55e-06,-220.707,-220.707,-220.54663
216,4.57e-06,-219.99315,-232.55466,-219.99315
217,4.59e-06,-219.78139,-219.78139,-219.96558
218,4.62e-06,-220.43114,-220.43114,-220.47314
219,4.64e-06,-221.51147,-221.51147,-221.51147
220,4.66e-06,-223.07072,-223.07072,-223.01074
221,4.68e-06,-224.90785,-224.90785,-224.82227
222,4.7e-06,-226.78125,-228.27127,-226.78125
223,4.72e-06,-228.51709,-228.51709,-228.80638
224,4.74e-06,-230.21246,-230.21246,-230.87671
225,4.77e-06,-233.04027,-233.04027,-233.04027
226,4.79e-06,-235.30069,-235.30069,-235.29346
227,4.81e-06,-237.76743,-237.76743,-237.66382
228,4.83e-06,-240.27513,-239.62064,-240.27513
229,4.85e-06,-242.69434,-242.69434,-243.0542
230,4.87e-06,-245.03879,-245.03879,-245.85498
231,4.9e-06,-248.52394,-248.52394,-248.52394
232,4.92e-06,-250.85199,-250.85199,-250.94995
233,4.94e-06,-252.99896,-252.99896,-253.09105
234,4.96e-06,-254.73438,-254.29109,-254.73438
235,4.98e-06,-255.8627,-255.8627,-255.8203
236,5e-06,-256.32803,-256.32803,-256.28906
237,5.02e-06,-256.10938,-256.10938,-256.10938
238,5.04e-06,-255.23172,-255.23172,-255.3147
239,5.06e-06,-253.90425,-253.90425,-254.03172
240,5.08e-06,-252.38208,-260.40726,-252.38208
241,5.11e-06,-250.1146,-250.1146,-250.56517
242,5.13e-06,-248.57831,-248.57831,-248.7583
243,5.15e-06,-246.95215,-246.95215,-246.95215
244,5.17e-06,-245.18535,-245.18535,-245.1106
245,5.19e-06,-243.2648,-243.2648,-243.20238
246,5.21e-06,-241.18677,-254.73203,-241.18677
247,5.23e-06,-238.96107,-238.96107,-239.02368
248,5.25e-06,-236.65187,-236.65187,-236.69751
249,5.27e-06,-234.33691,-234.33691,-234.33691
250,5.29e-06,-232.06004,-232.06004,-231.72899
251,5.32e-06,-228.50504,-228.50504,-228.87279
252,5.34e-06,-225.85889,-242.58723,-225.85889
253,5.36e-06,-222.89143,-222.89143,-222.76123
254,5.38e-06,-219.7077,-219.7077,-219.60472
255,5.4e-06,-216.45872,-216.45872,-216.45872
256,5.42e-06,-213.28043,-213.28043,-213.38599
257,5.44e-06,-210.2478,-210.2478,-210.3811
258,5.46e-06,-207.42065,-226.0658,-207.42065
259,5.48e-06,-204.82376,-204.82376,-204.47705
260,5.51e-06,-201.09747,-201.09747,-201.4519
261,5.53e-06,-198.50706,-198.50706,-198.50706
262,5.55e-06,-195.68544,-195.68544,-195.54565
263,5.57e-06,-192.62662,-192.62662,-192.5083
264,5.59e-06,-189.35352,-207.46306,-189.35352
265,5.61e-06,-185.9086,-185.9086,-186.05444
266,5.63e-06,-182.41272,-182.41272,-182.60474
267,5.65e-06,-179.00635,-179.00635,-179.00635
268,5.67e-06,-175.77437,-175.77437,-175.25731
269,5.7e-06,-170.93568,-170.93568,-171.42407
270,5.72e-06,-167.4348,-188.38495,-167.4348
271,5.74e-06,-163.56435,-163.56435,-163.3274
272,5.76e-06,-159.50871,-159.50871,-159.3125
273,5.78e-06,-155.52782,-155.52782,-155.52782
274,5.8e-06,-151.84082,-151.84082,-152.01685
275,5.82e-06,-148.50389,-148.50389,-148.69849
276,5.84e-06,-145.53247,-166.54198,-145.53247
277,5.87e-06,-141.67384,-141.67384,-142.52393
278,5.89e-06,-139.24599,-139.24599,-139.59692
279,5.91e-06,-136.70164,-136.70164,-136.70164
280,5.93e-06,-133.87616,-133.87616,-133.76196
281,5.95e-06,-130.74191,-130.74191,-130.67041
282,5.97e-06,-127.30566,-146.45975,-127.30566
283,5.99e-06,-123.57084,-123.57084,-123.5913
284,6.01e-06,-119.52779,-119.52779,-119.52807
285,6.03e-06,-115.16357,-115.16357,-115.16357
286,6.05e-06,-110.51191,-110.51191,-110.571526
287,6.07e-06,-105.79318,-105.79318,-105.895256
288,6.09e-06,-101.27441,-126.57302,-101.27441
289,6.12e-06,-95.2859,-95.2859,-96.79296
290,6.14e-06,-91.820404,-91.820404,-92.482414
291,6.16e-06,-88.736565,-88.736565,-88.736565
292,6.18e-06,-85.97741,-85.97741,-85.7622
293,6.2e-06,-83.39464,-83.39464,-83.26587
294,6.22e-06,-80.81713,-102.65014,-80.81713
295,6.24e-06,-78.10277,-78.10277,-78.1809
296,6.26e-06,-75.225426,-75.225426,-75.30761
297,6.28e-06,-72.18798,-72.18798,-72.18798
298,6.3e-06,-68.999405,-68.999405,-68.93481
299,6.32e-06,-65.692986,-65.692986,-65.635735
300,6.34e-06,-62.308098,-83.809875,-62.308098
301,6.36e-06,-58.83788,-58.83788,-58.858635
302,6.38e-06,-55.090435,-55.090435,-55.101555
303,6.4e-06,-50.827633,-50.827633,-50.827633
304,6.42e-06,-45.82449,-45.82449,-45.83593
305,6.44e-06,-39.908707,-39.908707,-39.92919
306,6.46e-06,-32.921135,-62.805733,-32.921135
307,6.48e-06,-24.767618,-24.767618,-24.861076
308,6.5e-06,-15.613952,-15.613952,-15.706046
