,time,prediction,target
0,0.0,-11.381498,-11.389344
1,2e-08,-11.296451,-10.789735
2,4e-08,-11.203365,-10.095155
3,7e-08,-11.1029005,-9.315369
4,9e-08,-9.83812,-8.462586
5,1.1e-07,-9.787975,-7.5433965
6,1.3e-07,-4.662135,-6.580506
7,1.5e-07,-3.465196,-5.5919805
8,1.7e-07,-4.1873345,-4.5905156
9,2e-07,-3.4131079,-3.578797
10,2.2e-07,-3.8004062,-2.5519414
11,2.4e-07,-3.6160736,-1.5067754
12,2.6e-07,2.5358238,-0.44256648
13,2.8e-07,2.6901562,0.63677925
14,3e-07,2.800961,1.7107539
15,3.2e-07,2.8914185,2.761535
16,3.5e-07,2.9763458,3.7703242
17,3.7e-07,3.0474665,4.723449
18,3.9e-07,8.384918,5.607726
19,4.1e-07,8.367615,6.411681
20,4.3e-07,8.34924,7.1243277
21,4.5e-07,8.351539,7.7332144
22,4.8e-07,8.349414,8.234923
23,5e-07,8.347458,8.63214
24,5.2e-07,7.6758866,8.919982
25,5.4e-07,7.6767893,9.099669
26,5.6e-07,7.6100764,9.170714
27,5.8e-07,7.7771215,9.132628
28,6e-07,7.6148086,8.982726
29,6.3e-07,7.8025494,8.715636
30,6.5e-07,6.5199513,8.335265
31,6.7e-07,6.402622,7.8357534
32,6.9e-07,6.610749,7.198791
33,7.1e-07,6.6008134,6.392883
34,7.3e-07,6.5878863,5.4465938
35,7.6e-07,6.568664,4.483215
36,7.8e-07,-0.108093716,3.5991817
37,8e-07,-0.108093716,2.7571406
38,8.2e-07,-0.10808553,1.9155878
39,8.4e-07,-0.108093716,1.0249628
40,8.6e-07,-0.10367783,0.055968665
41,8.8e-07,-0.27648374,-1.0031134
42,9.1e-07,-6.0782933,-2.1393437
43,9.3e-07,-6.296602,-3.3405156
44,9.5e-07,-5.737208,-4.58783
45,9.7e-07,-6.7007356,-5.8634653
46,9.9e-07,-6.9599047,-7.152772
47,1.01e-06,-7.2100067,-8.447449
48,1.03e-06,-12.705312,-9.739197
49,1.05e-06,-14.520416,-11.027284
50,1.07e-06,-14.70652,-12.301209
51,1.09e-06,-13.209612,-13.548524
52,1.12e-06,-14.984306,-14.766786
53,1.14e-06,-15.089137,-15.956238
54,1.16e-06,-20.135525,-17.114687
55,1.18e-06,-21.967087,-18.24115
56,1.2e-06,-21.872114,-19.329529
57,1.22e-06,-20.966593,-20.368347
58,1.24e-06,-22.030088,-21.35077
59,1.26e-06,-22.014954,-22.277527
60,1.29e-06,-28.219484,-23.145693
61,1.31e-06,-28.239193,-23.94452
62,1.33e-06,-28.261341,-24.666687
63,1.35e-06,-28.27938,-25.309021
64,1.37e-06,-28.292646,-25.866638
65,1.39e-06,-28.303286,-26.32831
66,1.41e-06,-29.208876,-26.693787
67,1.43e-06,-30.152485,-26.959167
68,1.45e-06,-29.86311,-27.116152
69,1.47e-06,-29.704754,-27.154724
70,1.5e-06,-29.599482,-27.065613
71,1.52e-06,-29.522692,-26.846376
72,1.54e-06,-25.112293,-26.495789
73,1.56e-06,-26.718716,-26.014343
74,1.58e-06,-26.434185,-25.401794
75,1.6e-06,-26.25918,-24.650085
76,1.62e-06,-26.117867,-23.755798
77,1.64e-06,-26.332169,-22.716492
78,1.66e-06,-22.01242,-21.530947
79,1.68e-06,-21.993261,-20.199158
80,1.7e-06,-21.992998,-18.725525
81,1.73e-06,-21.99863,-17.11249
82,1.75e-06,-22.021671,-15.362732
83,1.77e-06,-22.060005,-13.4835825
84,1.79e-06,-9.769427,-11.471619
85,1.81e-06,-9.454433,-9.32782
86,1.83e-06,-9.121609,-7.0568247
87,1.85e-06,-8.698127,-4.66449
88,1.87e-06,-8.310462,-2.153748
89,1.89e-06,-7.9236164,0.45953313
90,1.91e-06,13.330674,3.1707146
91,1.94e-06,13.319845,5.9758906
92,1.96e-06,13.293803,8.870421
93,1.98e-06,13.257303,11.839171
94,2e-06,13.351046,14.868468
95,2.02e-06,13.494051,17.950499
96,2.04e-06,28.32025,21.074524
